date,species,svl (mm),board number,habitat type,air temp (degrees Fahrenheit),relative humidity (percent)
2016-06-06,Scincella lateralis,4,44,forest,69.1,0.721
2016-06-06,Scincella lateralis,7,7,disturbed,69.1,0.721
2016-06-06,Scincella lateralis,4,23,stream,69.1,0.721
2016-06-13,Sceloporus undulatus,18,45,forest,67.6,0.245
2016-06-13,Plestiodon fasciata,12,38,forest,67.6,0.245
2016-06-13,Anolis carolinensis,14,3,disturbed,67.6,0.245
2016-06-13,Scincella lateralis,3,3,disturbed,67.6,0.245
2016-06-20,Coluber constrictor,74,47,forest,67.8,0.579
2016-06-20,Scincella lateralis,4,48,forest,67.8,0.579
2016-06-27,Anolis carolinensis,11,5,disturbed,78.1,0.925
2016-06-27,Sceloporus undulatus,12,7,disturbed,78.1,0.925
2016-06-27,Pantherophis spiloides,132,39,forest,78.1,0.925
2016-07-11,Plestiodon laticeps,24,45,forest,75.5,0.56
2016-07-11,Scincella lateralis,12,8,disturbed,75.5,0.56
2016-07-11,Anolis carolinensis,11,42,forest,75.5,0.56
2016-07-11,Plestiodon laticeps,10,46,forest,75.5,0.56
2016-07-11,Plestiodon fasciata,8,9,disturbed,75.5,0.56
2016-07-18,Scincella lateralis,3,12,disturbed,80.5,0.475
2016-07-18,Anolis carolinensis,8,3,disturbed,80.5,0.475
2016-07-25,Sceloporus undulatus,14,11,disturbed,89.8,0.484
2016-07-25,Scincella lateralis,4,38,forest,89.8,0.484
2016-07-25,Scincella lateralis,4,21,stream,89.8,0.484
2016-07-25,Scincella lateralis,5,9,disturbed,89.8,0.484
2016-08-01,Plestiodon fasciata,15,39,forest,82.3,0.366
2016-08-01,Sceloporus undulatus,16,8,disturbed,82.3,0.366
2016-08-01,Anolis carolinensis,14,1,disturbed,82.3,0.366
2016-08-01,Anolis carolinensis,15,8,disturbed,82.3,0.366
2016-08-08,Sceloporus undulatus,11,1,disturbed,81.2,0.984
2016-08-15,Scincella lateralis,4,45,forest,71.3,0.735
2016-08-15,Coluber constrictor,120,26,grass,71.3,0.735
2016-08-15,Scincella lateralis,5,13,stream,71.3,0.735
2016-08-15,Scincella lateralis,8,46,forest,71.3,0.735
2016-08-15,Sceloporus undulatus,12,42,forest,71.3,0.735
2016-08-22,Scincella lateralis,4,26,grass,76.8,0.376
2016-08-22,Plestiodon fasciata,8,40,forest,76.8,0.376
2016-08-29,Anolis carolinensis,9,4,disturbed,70.8,0.256
2016-09-12,Pantherophis spiloides,210,38,forest,81.0,0.4
2016-09-12,Anolis carolinensis,8,44,forest,81.0,0.4
2016-09-12,Scincella lateralis,10,43,forest,81.0,0.4
2016-09-12,Plestiodon laticeps,24,6,disturbed,81.0,0.4
2016-09-19,Agkistrodon piscivorus,67,18,stream,75.2,0.242
2016-09-26,Sceloporus undulatus,16,9,disturbed,66.3,0.667
2016-09-26,Scincella lateralis,6,44,forest,66.3,0.667
2016-09-26,Scincella lateralis,11,40,forest,66.3,0.667
2016-09-26,Anaxyrus fowleri,5,23,stream,66.3,0.667
2016-10-03,Anolis carolinensis,7,1,disturbed,73.2,0.406
2016-10-03,Storeria occipitomaculata,31,25,grass,73.2,0.406
2016-10-03,Plestiodon laticeps,20,41,forest,73.2,0.406
2016-10-03,Storeria dekayi,17,27,grass,73.2,0.406
2016-10-03,Anolis carolinensis,10,17,stream,73.2,0.406
2016-10-10,Scincella lateralis,8,16,stream,55.0,0.674
2016-10-10,Anolis carolinensis,12,2,disturbed,55.0,0.674
2016-10-10,Storeria dekayi,48,2,disturbed,55.0,0.674
2016-10-10,Plethodon glutinosus,15,7,disturbed,55.0,0.674
2016-10-10,Scincella lateralis,8,40,forest,55.0,0.674
2016-10-10,Sceloporus undulatus,14,12,disturbed,55.0,0.674
2016-10-10,Eurycea cirrigera,5,16,stream,55.0,0.674
2016-10-10,Sceloporus undulatus,11,10,disturbed,55.0,0.674
2016-10-17,Plestiodon fasciata,16,42,forest,70.8,0.603
2016-10-24,Tantilla coronata,16,1,disturbed,68.5,0.417
2016-10-24,Storeria occipitomaculata,34,1,disturbed,68.5,0.417
2016-10-24,Scincella lateralis,7,6,disturbed,68.5,0.417
2016-10-24,Tantilla coronata,18,5,disturbed,68.5,0.417
2016-10-31,Sceloporus undulatus,16,2,disturbed,55.0,0.727
2016-10-31,Plethodon glutinosus,17,37,forest,55.0,0.727
2016-10-31,Plestiodon fasciata,6,9,disturbed,55.0,0.727
2016-10-31,Anolis carolinensis,7,9,disturbed,55.0,0.727
2016-10-31,Sceloporus undulatus,19,37,forest,55.0,0.727
2016-10-31,Sceloporus undulatus,12,11,disturbed,55.0,0.727
2016-11-07,Anolis carolinensis,17,2,disturbed,51.0,0.899
2016-11-07,Sceloporus undulatus,10,8,disturbed,51.0,0.899
2016-11-14,Anolis carolinensis,18,11,disturbed,58.2,0.932
2016-11-21,Plestiodon fasciata,6,11,disturbed,64.6,0.819
2016-11-21,Scincella lateralis,6,9,disturbed,64.6,0.819
2016-11-21,Scincella lateralis,4,37,forest,64.6,0.819
2016-11-21,Scincella lateralis,8,47,forest,64.6,0.819
2016-11-28,Anolis carolinensis,20,8,disturbed,56.5,0.443
2016-11-28,Eurycea cirrigera,7,21,stream,56.5,0.443
2016-11-28,Plestiodon fasciata,10,38,forest,56.5,0.443
2016-12-05,Plethodon glutinosus,14,22,stream,54.0,0.464
2016-12-05,Eurycea cirrigera,5,13,stream,54.0,0.464
2016-12-05,Eurycea cirrigera,5,23,stream,54.0,0.464
2016-12-05,Scincella lateralis,4,9,disturbed,54.0,0.464
2016-12-12,Scincella lateralis,3,44,forest,47.8,0.525
2016-12-12,Plethodon glutinosus,16,38,forest,47.8,0.525
2016-12-19,Eurycea cirrigera,7,16,stream,43.1,0.671
2016-12-19,Anolis carolinensis,13,7,disturbed,43.1,0.671
2016-12-19,Eurycea cirrigera,4,16,stream,43.1,0.671
2016-12-19,Scincella lateralis,5,2,disturbed,43.1,0.671
2016-12-26,Plethodon glutinosus,20,44,forest,54.3,0.972
2016-12-26,Plethodon glutinosus,16,12,disturbed,54.3,0.972
2016-12-26,Eurycea cirrigera,7,43,forest,54.3,0.972
2017-01-02,Plethodon glutinosus,10,6,disturbed,53.7,0.762
2017-01-02,Scincella lateralis,4,13,stream,53.7,0.762
2017-01-02,Eurycea cirrigera,8,14,stream,53.7,0.762
2017-01-02,Plethodon glutinosus,15,41,forest,53.7,0.762
2017-01-02,Scincella lateralis,5,43,forest,53.7,0.762
2017-01-02,Plethodon glutinosus,15,47,forest,53.7,0.762
2017-01-02,Plethodon glutinosus,12,6,disturbed,53.7,0.762
2017-01-02,Eurycea cirrigera,8,42,forest,53.7,0.762
2017-01-09,Plethodon glutinosus,18,12,disturbed,47.4,0.462
2017-01-16,Plethodon glutinosus,13,6,disturbed,55.0,0.934
2017-01-16,Plethodon glutinosus,13,21,stream,55.0,0.934
2017-01-16,Plethodon glutinosus,18,4,disturbed,55.0,0.934
2017-01-30,Plethodon glutinosus,19,4,disturbed,42.6,0.8
2017-01-30,Plethodon glutinosus,13,47,forest,42.6,0.8
2017-01-30,Plethodon glutinosus,18,6,disturbed,42.6,0.8
2017-02-06,Sceloporus undulatus,17,1,disturbed,53.2,0.707
2017-02-06,Eurycea cirrigera,8,46,forest,53.2,0.707
2017-02-06,Eurycea cirrigera,6,16,stream,53.2,0.707
2017-02-06,Plethodon glutinosus,17,40,forest,53.2,0.707
2017-02-13,Plethodon glutinosus,18,1,disturbed,57.7,0.604
2017-02-13,Scincella lateralis,7,12,disturbed,57.7,0.604
2017-02-13,Eurycea cirrigera,7,22,stream,57.7,0.604
2017-02-13,Plethodon glutinosus,19,37,forest,57.7,0.604
2017-02-20,Plethodon glutinosus,12,9,disturbed,52.2,0.565
2017-02-20,Eurycea cirrigera,11,21,stream,52.2,0.565
2017-02-20,Plethodon glutinosus,11,6,disturbed,52.2,0.565
2017-02-20,Eurycea cirrigera,4,24,stream,52.2,0.565
2017-02-27,Plestiodon fasciata,13,6,disturbed,38.1,0.826
2017-02-27,Plethodon glutinosus,15,43,forest,38.1,0.826
2017-02-27,Plethodon glutinosus,12,44,forest,38.1,0.826
2017-03-06,Eurycea cirrigera,5,16,stream,50.5,0.577
2017-03-06,Eurycea cirrigera,11,14,stream,50.5,0.577
2017-03-06,Sceloporus undulatus,15,41,forest,50.5,0.577
2017-03-06,Plestiodon laticeps,13,48,forest,50.5,0.577
2017-03-13,Plestiodon laticeps,23,39,forest,59.9,0.758
2017-03-13,Storeria dekayi,42,40,forest,59.9,0.758
2017-03-13,Sceloporus undulatus,12,6,disturbed,59.9,0.758
2017-03-13,Plestiodon fasciata,11,48,forest,59.9,0.758
2017-03-13,Anolis carolinensis,17,40,forest,59.9,0.758
2017-03-13,Sceloporus undulatus,14,8,disturbed,59.9,0.758
2017-03-20,Pantherophis spiloides,135,48,forest,46.1,0.384
2017-03-20,Anaxyrus fowleri,4,22,stream,46.1,0.384
2017-03-27,Plethodon glutinosus,15,5,disturbed,54.8,0.385
2017-03-27,Scincella lateralis,5,1,disturbed,54.8,0.385
2017-04-03,Scincella lateralis,5,48,forest,60.2,0.515
2017-04-03,Anolis carolinensis,13,11,disturbed,60.2,0.515
2017-04-03,Plestiodon fasciata,13,9,disturbed,60.2,0.515
2017-04-03,Eurycea cirrigera,7,15,stream,60.2,0.515
2017-04-10,Anaxyrus fowleri,3,9,disturbed,74.1,0.72
2017-04-10,Anolis carolinensis,19,33,grass,74.1,0.72
2017-04-10,Scincella lateralis,4,38,forest,74.1,0.72
2017-04-10,Plestiodon fasciata,10,44,forest,74.1,0.72
2017-04-10,Plestiodon fasciata,6,45,forest,74.1,0.72
2017-04-17,Scincella lateralis,11,4,disturbed,70.6,0.56
2017-04-17,Storeria occipitomaculata,24,4,disturbed,70.6,0.56
2017-04-17,Eurycea cirrigera,4,19,stream,70.6,0.56
2017-04-24,Pantherophis spiloides,160,2,disturbed,53.4,0.646
2017-04-24,Plestiodon fasciata,16,12,disturbed,53.4,0.646
2017-04-24,Storeria dekayi,44,34,grass,53.4,0.646
2017-04-24,Scincella lateralis,6,31,grass,53.4,0.646
2017-04-24,Anolis carolinensis,13,38,forest,53.4,0.646
2017-04-24,Scincella lateralis,5,40,forest,53.4,0.646
2017-05-01,Scincella lateralis,5,20,stream,77.5,0.456
2017-05-01,Scincella lateralis,6,45,forest,77.5,0.456
2017-05-01,Plestiodon fasciata,7,40,forest,77.5,0.456
2017-05-01,Scincella lateralis,6,37,forest,77.5,0.456
2017-05-08,Anaxyrus fowleri,6,17,stream,60.2,0.482
2017-05-08,Plestiodon fasciata,16,9,disturbed,60.2,0.482
2017-05-08,Pantherophis spiloides,173,41,forest,60.2,0.482
2017-05-08,Scincella lateralis,5,13,stream,60.2,0.482
2017-05-15,Coluber constrictor,148,28,grass,65.1,0.849
2017-05-15,Anaxyrus fowleri,8,14,stream,65.1,0.849
2017-05-15,Plestiodon fasciata,10,12,disturbed,65.1,0.849
2017-05-15,Anolis carolinensis,19,17,stream,65.1,0.849
2017-05-15,Scincella lateralis,10,24,stream,65.1,0.849
2017-05-15,Scincella lateralis,12,25,grass,65.1,0.849
2017-05-15,Scincella lateralis,4,4,disturbed,65.1,0.849
2017-05-22,Sceloporus undulatus,10,9,disturbed,69.0,0.369
2017-05-22,Anolis carolinensis,13,3,disturbed,69.0,0.369
2017-05-22,Anolis carolinensis,12,8,disturbed,69.0,0.369
2017-05-22,Tantilla coronata,21,8,disturbed,69.0,0.369
2017-05-29,Scincella lateralis,15,44,forest,68.1,0.348
2017-05-29,Scincella lateralis,3,43,forest,68.1,0.348
2017-05-29,Plestiodon laticeps,14,1,disturbed,68.1,0.348
2017-06-05,Scincella lateralis,5,42,forest,72.3,0.361
2017-06-05,Anolis carolinensis,15,27,grass,72.3,0.361
2017-06-12,Scincella lateralis,6,46,forest,72.0,0.963
2017-06-19,Plestiodon fasciata,11,45,forest,77.0,0.879
2017-06-19,Plestiodon fasciata,7,41,forest,77.0,0.879
2017-06-19,Anolis carolinensis,10,46,forest,77.0,0.879
2017-06-19,Scincella lateralis,9,48,forest,77.0,0.879
2017-06-19,Anolis carolinensis,20,9,disturbed,77.0,0.879
2017-06-19,Plestiodon fasciata,10,41,forest,77.0,0.879
2017-06-26,Plestiodon laticeps,15,41,forest,83.7,0.638
2017-06-26,Scincella lateralis,4,1,disturbed,83.7,0.638
2017-06-26,Scincella lateralis,8,32,grass,83.7,0.638
2017-07-03,Anolis carolinensis,15,6,disturbed,84.0,0.643
2017-07-03,Sceloporus undulatus,13,6,disturbed,84.0,0.643
2017-07-03,Plestiodon fasciata,16,47,forest,84.0,0.643
2017-07-03,Anolis carolinensis,20,3,disturbed,84.0,0.643
2017-07-03,Plestiodon fasciata,11,41,forest,84.0,0.643
2017-07-10,Scincella lateralis,5,40,forest,78.6,0.268
2017-07-17,Scincella lateralis,15,44,forest,82.0,0.514
2017-07-17,Scincella lateralis,9,48,forest,82.0,0.514
2017-07-17,Plestiodon fasciata,8,2,disturbed,82.0,0.514
2017-07-17,Sceloporus undulatus,13,37,forest,82.0,0.514
2017-07-17,Anolis carolinensis,6,4,disturbed,82.0,0.514
2017-07-17,Anolis carolinensis,8,5,disturbed,82.0,0.514
2017-07-24,Plestiodon fasciata,7,43,forest,79.8,0.913
2017-07-24,Anaxyrus fowleri,4,24,stream,79.8,0.913
2017-07-24,Plestiodon fasciata,14,6,disturbed,79.8,0.913
2017-07-24,Sceloporus undulatus,13,5,disturbed,79.8,0.913
2017-07-31,Scincella lateralis,5,38,forest,87.1,0.516
2017-07-31,Plestiodon fasciata,11,47,forest,87.1,0.516
2017-07-31,Sceloporus undulatus,19,47,forest,87.1,0.516
2017-08-07,Scincella lateralis,6,42,forest,71.4,0.36
2017-08-07,Plestiodon fasciata,12,40,forest,71.4,0.36
2017-08-14,Pantherophis spiloides,66,35,grass,70.8,0.478
2017-08-14,Agkistrodon piscivorus,55,17,stream,70.8,0.478
2017-08-14,Anolis carolinensis,19,6,disturbed,70.8,0.478
2017-08-21,Agkistrodon piscivorus,117,20,stream,88.9,0.552
2017-08-21,Anolis carolinensis,7,4,disturbed,88.9,0.552
2017-08-28,Pantherophis spiloides,86,29,grass,80.1,0.586
2017-08-28,Scincella lateralis,5,7,disturbed,80.1,0.586
2017-09-04,Plestiodon laticeps,10,11,disturbed,80.5,0.685
2017-09-04,Scincella lateralis,6,43,forest,80.5,0.685
2017-09-04,Sceloporus undulatus,17,2,disturbed,80.5,0.685
2017-09-04,Coluber constrictor,66,8,disturbed,80.5,0.685
2017-09-04,Anolis carolinensis,13,10,disturbed,80.5,0.685
2017-09-04,Scincella lateralis,6,44,forest,80.5,0.685
2017-09-25,Plestiodon fasciata,8,37,forest,69.4,0.89
2017-09-25,Sceloporus undulatus,14,1,disturbed,69.4,0.89
2017-10-02,Sceloporus undulatus,10,6,disturbed,65.3,0.926
2017-10-02,Storeria occipitomaculata,29,31,grass,65.3,0.926
2017-10-02,Sceloporus undulatus,13,4,disturbed,65.3,0.926
2017-10-02,Plestiodon fasciata,10,9,disturbed,65.3,0.926
2017-10-02,Coluber constrictor,175,26,grass,65.3,0.926
2017-10-02,Anolis carolinensis,13,11,disturbed,65.3,0.926
2017-10-09,Scincella lateralis,5,11,disturbed,71.4,0.508
2017-10-09,Storeria occipitomaculata,15,30,grass,71.4,0.508
2017-10-09,Coluber constrictor,81,27,grass,71.4,0.508
2017-10-16,Plestiodon fasciata,7,39,forest,72.1,0.593
2017-10-16,Anolis carolinensis,7,5,disturbed,72.1,0.593
2017-10-16,Plestiodon fasciata,13,37,forest,72.1,0.593
2017-10-16,Plethodon glutinosus,13,48,forest,72.1,0.593
2017-10-23,Scincella lateralis,8,24,stream,56.7,0.353
2017-10-23,Eurycea cirrigera,3,19,stream,56.7,0.353
2017-10-23,Anaxyrus fowleri,4,43,forest,56.7,0.353
2017-11-06,Plestiodon fasciata,11,5,disturbed,63.5,0.413
2017-11-06,Plestiodon laticeps,13,38,forest,63.5,0.413
2017-11-13,Plestiodon fasciata,15,44,forest,54.3,0.58
2017-11-13,Scincella lateralis,7,42,forest,54.3,0.58
2017-11-20,Scincella lateralis,7,16,stream,51.3,0.773
2017-11-20,Plethodon glutinosus,13,10,disturbed,51.3,0.773
2017-11-20,Scincella lateralis,14,18,stream,51.3,0.773
2017-11-27,Plethodon glutinosus,11,17,stream,64.6,0.971
2017-11-27,Plestiodon fasciata,11,47,forest,64.6,0.971
2017-12-04,Plethodon glutinosus,19,40,forest,52.8,0.663
2017-12-04,Eurycea cirrigera,4,22,stream,52.8,0.663
2017-12-04,Eurycea cirrigera,7,18,stream,52.8,0.663
2017-12-11,Anolis carolinensis,18,8,disturbed,42.2,0.236
2017-12-11,Scincella lateralis,7,46,forest,42.2,0.236
2017-12-11,Plethodon glutinosus,15,20,stream,42.2,0.236
2017-12-11,Plethodon glutinosus,15,40,forest,42.2,0.236
2017-12-11,Eurycea cirrigera,6,13,stream,42.2,0.236
2017-12-11,Eurycea cirrigera,9,15,stream,42.2,0.236
2017-12-18,Eurycea cirrigera,6,13,stream,48.3,0.81
2017-12-18,Scincella lateralis,5,5,disturbed,48.3,0.81
2017-12-18,Eurycea cirrigera,8,24,stream,48.3,0.81
2017-12-18,Eurycea cirrigera,6,18,stream,48.3,0.81
2017-12-18,Eurycea cirrigera,4,21,stream,48.3,0.81
2017-12-25,Anolis carolinensis,10,24,stream,42.3,0.43
2017-12-25,Anolis carolinensis,13,37,forest,42.3,0.43
2017-12-25,Anolis carolinensis,18,7,disturbed,42.3,0.43
2018-01-01,Eurycea cirrigera,4,17,stream,38.3,0.638
2018-01-08,Plethodon glutinosus,17,12,disturbed,52.2,0.947
2018-01-15,Plethodon glutinosus,16,3,disturbed,48.4,0.344
2018-01-15,Plethodon glutinosus,12,1,disturbed,48.4,0.344
2018-01-15,Plethodon glutinosus,10,19,stream,48.4,0.344
2018-01-15,Plethodon glutinosus,16,7,disturbed,48.4,0.344
2018-01-22,Eurycea cirrigera,7,19,stream,37.3,0.25
2018-02-05,Plestiodon fasciata,10,39,forest,45.4,0.729
2018-02-05,Eurycea cirrigera,5,24,stream,45.4,0.729
2018-02-12,Plestiodon fasciata,11,37,forest,38.1,0.557
2018-02-19,Plethodon glutinosus,11,12,disturbed,58.8,0.931
2018-02-19,Plethodon glutinosus,14,7,disturbed,58.8,0.931
2018-02-19,Plethodon glutinosus,12,38,forest,58.8,0.931
2018-02-19,Plethodon glutinosus,15,4,disturbed,58.8,0.931
2018-02-26,Tantilla coronata,18,37,forest,54.5,0.398
2018-02-26,Plestiodon laticeps,20,37,forest,54.5,0.398
2018-02-26,Plethodon glutinosus,12,10,disturbed,54.5,0.398
2018-03-05,Eurycea cirrigera,11,17,stream,66.9,0.475
2018-03-05,Storeria dekayi,48,9,disturbed,66.9,0.475
2018-03-05,Storeria occipitomaculata,34,45,forest,66.9,0.475
2018-03-12,Plestiodon fasciata,7,40,forest,67.9,0.788
2018-03-12,Storeria occipitomaculata,15,30,grass,67.9,0.788
2018-03-19,Sceloporus undulatus,18,10,disturbed,58.2,0.356
2018-03-19,Scincella lateralis,4,48,forest,58.2,0.356
2018-03-26,Plestiodon fasciata,10,40,forest,53.7,0.971
2018-03-26,Plestiodon fasciata,7,12,disturbed,53.7,0.971
2018-03-26,Anolis carolinensis,11,4,disturbed,53.7,0.971
2018-03-26,Storeria dekayi,28,12,disturbed,53.7,0.971
2018-04-02,Sceloporus undulatus,18,10,disturbed,54.0,0.419
2018-04-02,Plestiodon fasciata,11,42,forest,54.0,0.419
2018-04-02,Storeria dekayi,25,9,disturbed,54.0,0.419
2018-04-09,Plestiodon laticeps,18,48,forest,63.4,0.457
2018-04-09,Sceloporus undulatus,19,2,disturbed,63.4,0.457
2018-04-16,Sceloporus undulatus,12,45,forest,68.1,0.326
2018-04-16,Sceloporus undulatus,12,45,forest,68.1,0.326
2018-04-16,Scincella lateralis,4,20,stream,68.1,0.326
2018-04-23,Anaxyrus fowleri,3,17,stream,58.6,0.61
2018-04-23,Scincella lateralis,9,43,forest,58.6,0.61
2018-04-23,Plestiodon fasciata,17,2,disturbed,58.6,0.61
2018-04-23,Scincella lateralis,7,24,stream,58.6,0.61
2018-04-23,Agkistrodon piscivorus,145,16,stream,58.6,0.61
2018-04-23,Tantilla coronata,25,5,disturbed,58.6,0.61
2018-04-30,Pantherophis spiloides,157,41,forest,61.2,0.774
2018-04-30,Anolis carolinensis,9,12,disturbed,61.2,0.774
2018-05-14,Anaxyrus fowleri,4,20,stream,81.9,0.262
2018-05-21,Plestiodon laticeps,16,8,disturbed,71.8,0.334
2018-05-21,Plestiodon fasciata,8,47,forest,71.8,0.334
2018-05-28,Scincella lateralis,3,37,forest,63.9,0.482
2018-05-28,Anolis carolinensis,21,46,forest,63.9,0.482
2018-05-28,Scincella lateralis,4,46,forest,63.9,0.482
2018-06-04,Plestiodon fasciata,13,40,forest,86.7,0.235
2018-06-04,Scincella lateralis,5,36,grass,86.7,0.235
2018-06-04,Plestiodon fasciata,12,42,forest,86.7,0.235
2018-06-04,Scincella lateralis,4,39,forest,86.7,0.235
2018-06-11,Anolis carolinensis,7,6,disturbed,79.5,0.655
2018-06-11,Anolis carolinensis,13,44,forest,79.5,0.655
2018-06-11,Plestiodon fasciata,17,39,forest,79.5,0.655
2018-06-11,Pantherophis spiloides,85,41,forest,79.5,0.655
2018-06-18,Coluber constrictor,68,28,grass,70.9,0.577
2018-06-18,Storeria dekayi,21,14,stream,70.9,0.577
2018-06-18,Plestiodon fasciata,12,8,disturbed,70.9,0.577
2018-06-18,Scincella lateralis,7,37,forest,70.9,0.577
2018-06-25,Anolis carolinensis,10,4,disturbed,79.8,0.904
2018-06-25,Storeria occipitomaculata,35,38,forest,79.8,0.904
2018-07-02,Scincella lateralis,5,38,forest,89.7,0.201
2018-07-02,Anolis carolinensis,15,2,disturbed,89.7,0.201
2018-07-02,Plestiodon laticeps,11,43,forest,89.7,0.201
2018-07-02,Coluber constrictor,142,31,grass,89.7,0.201
2018-07-09,Anolis carolinensis,16,10,disturbed,70.5,0.458
2018-07-09,Scincella lateralis,7,5,disturbed,70.5,0.458
2018-07-09,Scincella lateralis,6,19,stream,70.5,0.458
2018-07-16,Scincella lateralis,6,8,disturbed,75.2,0.623
2018-07-16,Scincella lateralis,3,48,forest,75.2,0.623
2018-07-16,Plestiodon fasciata,13,8,disturbed,75.2,0.623
2018-07-16,Storeria occipitomaculata,24,46,forest,75.2,0.623
2018-07-23,Plestiodon laticeps,17,7,disturbed,89.5,0.967
2018-07-23,Sceloporus undulatus,11,11,disturbed,89.5,0.967
2018-07-23,Sceloporus undulatus,16,10,disturbed,89.5,0.967
2018-07-23,Plestiodon fasciata,9,9,disturbed,89.5,0.967
2018-07-30,Scincella lateralis,5,48,forest,81.3,0.302
2018-07-30,Plestiodon fasciata,14,41,forest,81.3,0.302
2018-07-30,Storeria occipitomaculata,37,41,forest,81.3,0.302
2018-07-30,Scincella lateralis,7,45,forest,81.3,0.302
2018-08-13,Agkistrodon piscivorus,145,21,stream,76.7,0.523
2018-08-13,Agkistrodon piscivorus,147,20,stream,76.7,0.523
2018-08-13,Sceloporus undulatus,11,5,disturbed,76.7,0.523
2018-09-03,Plestiodon fasciata,9,37,forest,72.0,0.631
2018-09-03,Plestiodon fasciata,12,12,disturbed,72.0,0.631
2018-09-10,Anolis carolinensis,8,6,disturbed,71.8,0.507
2018-09-10,Scincella lateralis,14,14,stream,71.8,0.507
2018-09-10,Storeria dekayi,35,43,forest,71.8,0.507
2018-09-10,Plestiodon laticeps,14,8,disturbed,71.8,0.507
2018-09-17,Tantilla coronata,21,3,disturbed,73.4,0.564
2018-09-24,Scincella lateralis,4,38,forest,70.8,0.359
2018-09-24,Anolis carolinensis,9,40,forest,70.8,0.359
2018-10-01,Sceloporus undulatus,15,11,disturbed,67.7,0.382
2018-10-01,Storeria dekayi,48,22,stream,67.7,0.382
2018-10-01,Tantilla coronata,27,41,forest,67.7,0.382
2018-10-01,Scincella lateralis,5,45,forest,67.7,0.382
2018-10-01,Coluber constrictor,94,32,grass,67.7,0.382
2018-10-08,Sceloporus undulatus,13,2,disturbed,64.9,0.462
2018-10-08,Anolis carolinensis,8,41,forest,64.9,0.462
2018-10-15,Coluber constrictor,66,25,grass,74.1,0.296
2018-10-15,Storeria dekayi,39,26,grass,74.1,0.296
2018-10-15,Plethodon glutinosus,13,43,forest,74.1,0.296
2018-10-22,Plestiodon fasciata,9,47,forest,61.2,0.571
2018-10-22,Anolis carolinensis,13,2,disturbed,61.2,0.571
2018-10-22,Sceloporus undulatus,18,2,disturbed,61.2,0.571
2018-10-29,Storeria occipitomaculata,20,9,disturbed,62.9,0.451
2018-10-29,Sceloporus undulatus,17,44,forest,62.9,0.451
2018-11-05,Plestiodon laticeps,12,41,forest,59.2,0.212
2018-11-05,Eurycea cirrigera,9,17,stream,59.2,0.212
2018-11-05,Plethodon glutinosus,16,12,disturbed,59.2,0.212
2018-11-12,Plestiodon fasciata,16,4,disturbed,61.9,0.207
2018-11-12,Eurycea cirrigera,6,41,forest,61.9,0.207
2018-11-19,Anolis carolinensis,6,31,grass,45.5,0.361
2018-11-19,Scincella lateralis,5,25,grass,45.5,0.361
2018-11-26,Scincella lateralis,5,43,forest,51.1,0.703
2018-11-26,Plethodon glutinosus,20,10,disturbed,51.1,0.703
2018-11-26,Anolis carolinensis,20,1,disturbed,51.1,0.703
2018-11-26,Scincella lateralis,5,38,forest,51.1,0.703
2018-11-26,Scincella lateralis,5,39,forest,51.1,0.703
2018-11-26,Eurycea cirrigera,8,15,stream,51.1,0.703
2018-11-26,Plethodon glutinosus,14,7,disturbed,51.1,0.703
2018-11-26,Anolis carolinensis,8,4,disturbed,51.1,0.703
2018-11-26,Eurycea cirrigera,8,19,stream,51.1,0.703
2018-12-03,Eurycea cirrigera,7,19,stream,46.6,0.349
2018-12-10,Anolis carolinensis,21,8,disturbed,53.7,0.417
2018-12-17,Eurycea cirrigera,7,22,stream,47.2,0.542
2018-12-24,Eurycea cirrigera,5,14,stream,42.6,0.666
2018-12-24,Plethodon glutinosus,17,1,disturbed,42.6,0.666
2019-01-07,Plethodon glutinosus,14,1,disturbed,39.2,0.798
2019-01-07,Eurycea cirrigera,7,21,stream,39.2,0.798
2019-01-07,Eurycea cirrigera,7,15,stream,39.2,0.798
2019-01-14,Eurycea cirrigera,6,44,forest,44.9,0.833
2019-01-14,Eurycea cirrigera,7,14,stream,44.9,0.833
2019-01-14,Plethodon glutinosus,18,48,forest,44.9,0.833
2019-01-21,Eurycea cirrigera,10,13,stream,53.8,0.621
2019-01-21,Eurycea cirrigera,5,20,stream,53.8,0.621
2019-01-21,Plethodon glutinosus,11,9,disturbed,53.8,0.621
2019-01-21,Eurycea cirrigera,4,15,stream,53.8,0.621
2019-01-21,Plethodon glutinosus,20,11,disturbed,53.8,0.621
2019-01-21,Eurycea cirrigera,6,13,stream,53.8,0.621
2019-01-21,Eurycea cirrigera,8,24,stream,53.8,0.621
2019-01-28,Eurycea cirrigera,7,40,forest,50.9,0.74
2019-01-28,Eurycea cirrigera,6,46,forest,50.9,0.74
2019-01-28,Plethodon glutinosus,18,16,stream,50.9,0.74
2019-01-28,Scincella lateralis,5,10,disturbed,50.9,0.74
2019-02-04,Eurycea cirrigera,11,16,stream,55.5,0.982
2019-02-04,Eurycea cirrigera,8,42,forest,55.5,0.982
2019-02-04,Storeria dekayi,46,16,stream,55.5,0.982
2019-02-11,Plethodon glutinosus,18,8,disturbed,38.9,0.699
2019-02-11,Eurycea cirrigera,4,37,forest,38.9,0.699
2019-02-11,Eurycea cirrigera,6,15,stream,38.9,0.699
2019-02-18,Scincella lateralis,13,4,disturbed,38.3,0.928
